Road_Type,Road_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity
National Highway,Dry Road,67,74,Car,37,77,53,1,1,0,0,0,Medium
State Highway,Dry Road,101,81,Car,36,53,99,0,0,0,0,0,Low
State Highway,Dry Road,66,64,Car,31,71,86,0,1,0,0,1,High
Service Roads,Dry Road,31,46,Bike,45,73,77,1,0,0,1,0,Low
Rural Roads,Dry Road,43,56,Bike,30,74,52,0,0,0,0,1,Medium
State Highway,Damaged Road,92,81,Car,38,50,95,0,1,0,0,0,Medium
State Highway,Dry Road,71,64,Bus,29,46,85,1,0,0,0,0,Medium
Expressway,Dry Road,96,98,Bike,38,34,72,0,1,0,0,0,Low
Expressway,Wet Road,110,105,Car,34,79,87,1,0,1,1,0,Medium
Service Roads,Dry Road,20,49,Bike,29,58,64,1,0,1,0,0,Medium
Urban Roads,Dry Road,45,39,Truck,30,74,87,1,0,0,0,1,Medium
Urban Roads,Dry Road,29,42,Bike,40,69,68,0,0,1,0,1,Low
Urban Roads,Dry Road,20,30,Bike,34,81,82,1,1,0,0,1,Low
National Highway,Dry Road,86,97,Bike,35,46,63,0,0,0,0,1,Medium
Service Roads,Dry Road,25,32,Bike,38,78,100,1,1,0,0,0,Low
Urban Roads,Wet Road,34,34,Car,45,75,58,0,0,1,0,0,Medium
Rural Roads,Dry Road,25,43,Car,33,79,59,0,0,1,0,0,Low
Urban Roads,Dry Road,40,50,Car,30,29,54,0,0,1,0,1,Low
National Highway,Dry Road,75,89,Bus,25,27,69,0,1,0,0,0,Low
Rural Roads,Dry Road,52,59,Bike,21,64,65,0,0,0,0,0,Medium
Service Roads,Damaged Road,37,25,Bike,25,52,50,0,0,0,0,0,Medium
Rural Roads,Wet Road,37,42,Bus,40,83,86,0,0,0,0,0,Medium
Rural Roads,Dry Road,38,55,Car,29,47,58,0,0,0,0,1,Low
Service Roads,Dry Road,20,21,Car,30,80,56,1,1,0,0,0,Medium
Urban Roads,Dry Road,57,55,Bike,24,94,81,0,0,0,0,1,Medium
Urban Roads,Damaged Road,54,59,Bike,27,65,77,0,1,0,0,0,Medium
Service Roads,Dry Road,41,48,Bike,21,81,79,1,1,0,0,0,High
Rural Roads,Dry Road,34,65,Bike,33,48,33,0,1,0,0,0,High
Urban Roads,Damaged Road,34,58,Bike,17,93,42,0,1,0,0,1,Medium
Service Roads,Damaged Road,22,36,Bus,30,47,68,1,0,0,1,0,High
Urban Roads,Wet Road,45,48,Car,29,50,60,1,0,1,0,1,Medium
Rural Roads,Dry Road,32,43,Bike,31,76,51,1,1,0,0,1,Medium
State Highway,Dry Road,58,74,Car,25,53,72,0,1,0,1,0,Medium
Urban Roads,Dry Road,40,32,Car,29,61,70,1,0,1,0,1,High
Rural Roads,Wet Road,51,60,Bike,24,85,63,0,1,0,0,0,Low
State Highway,Damaged Road,87,81,Bike,24,20,92,1,0,0,1,0,Medium
Expressway,Wet Road,94,113,Bike,29,68,18,0,1,1,0,0,Medium
State Highway,Dry Road,75,85,Car,26,72,100,1,1,0,1,0,High
National Highway,Dry Road,74,82,Bike,30,26,60,0,0,0,0,0,Low
Rural Roads,Wet Road,29,48,Bike,26,86,60,0,0,1,0,0,Medium
Expressway,Dry Road,80,91,Car,20,45,68,0,1,0,0,0,Medium
Expressway,Dry Road,98,114,Car,37,62,42,0,0,0,0,1,Low
Urban Roads,Dry Road,25,51,Bike,24,42,96,1,0,0,0,1,Low
State Highway,Dry Road,65,68,Truck,20,68,52,0,0,0,0,0,Medium
Service Roads,Dry Road,52,49,Bus,45,69,100,1,1,0,1,1,High
Service Roads,Dry Road,37,34,Car,18,79,45,1,1,1,0,0,High
State Highway,Dry Road,58,82,Bus,38,43,51,1,1,0,0,0,High
Service Roads,Dry Road,36,38,Bike,34,75,73,0,1,0,0,0,Low
National Highway,Dry Road,95,95,Car,34,45,46,1,0,0,1,1,Medium
Rural Roads,Dry Road,53,55,Car,35,63,36,1,1,0,0,1,Low
Service Roads,Dry Road,20,45,Bike,33,60,76,0,0,0,0,0,Low
State Highway,Dry Road,51,72,Truck,23,67,100,0,0,1,0,0,Low
Urban Roads,Wet Road,35,44,Bike,32,20,100,1,0,0,0,1,High
Urban Roads,Dry Road,61,30,Car,35,73,87,1,1,1,0,0,High
State Highway,Dry Road,56,83,Car,38,46,41,1,0,0,0,0,Medium
National Highway,Dry Road,89,99,Car,34,88,86,0,0,0,0,0,Low
National Highway,Wet Road,87,93,Car,35,57,97,0,0,1,0,0,Low
Service Roads,Damaged Road,20,28,Bike,18,70,64,0,0,0,0,1,High
National Highway,Dry Road,75,82,Bike,26,80,38,0,0,1,0,0,Medium
Service Roads,Dry Road,20,23,Bike,31,26,100,1,1,0,0,0,Medium
Service Roads,Dry Road,20,28,Car,18,62,74,1,0,0,0,0,Low
Rural Roads,Damaged Road,70,65,Car,34,90,86,0,0,0,0,1,Medium
Service Roads,Dry Road,36,30,Car,45,73,83,0,0,1,0,0,Low
Service Roads,Dry Road,20,38,Bike,32,55,85,0,0,0,1,0,Low
State Highway,Dry Road,97,83,Bike,26,53,99,0,0,1,0,0,Medium
Service Roads,Dry Road,40,50,Car,24,92,71,1,0,0,0,0,Low
National Highway,Dry Road,82,95,Bike,23,100,77,1,0,0,0,0,Medium
Service Roads,Dry Road,20,23,Bike,31,89,75,1,1,0,0,0,Medium
Expressway,Dry Road,80,101,Truck,18,86,100,0,1,0,0,1,Medium
National Highway,Wet Road,94,82,Bike,31,94,62,1,0,0,0,0,Medium
Expressway,Dry Road,114,119,Bike,27,32,84,1,1,0,0,0,Low
Rural Roads,Dry Road,30,52,Car,24,58,71,0,0,0,0,1,Low
Urban Roads,Dry Road,34,35,Car,23,56,83,0,0,0,1,1,Low
State Highway,Dry Road,70,87,Bus,33,37,53,0,0,0,0,1,Medium
Expressway,Damaged Road,121,118,Bike,32,69,61,0,0,0,0,0,Medium
National Highway,Dry Road,89,97,Bike,30,88,58,1,0,0,0,1,Medium
Expressway,Wet Road,113,105,Car,21,55,100,0,1,1,0,1,Low
Urban Roads,Wet Road,41,40,Bike,31,65,100,0,0,0,0,1,Medium
Urban Roads,Wet Road,50,57,Bike,35,69,60,0,0,0,0,0,Low
Urban Roads,Dry Road,45,38,Car,21,100,45,0,1,1,0,1,Medium
Rural Roads,Wet Road,50,64,Bike,42,36,86,1,0,1,0,0,Low
Service Roads,Dry Road,43,44,Car,38,74,67,0,0,0,0,0,Medium
Service Roads,Wet Road,26,36,Car,30,82,43,1,0,1,0,0,Low
Rural Roads,Dry Road,46,56,Car,33,62,41,0,0,0,0,1,Medium
Rural Roads,Damaged Road,69,57,Bike,20,82,100,0,0,0,0,0,Medium
National Highway,Dry Road,79,80,Car,24,93,54,0,0,1,0,0,Low
Service Roads,Damaged Road,35,40,Bike,43,72,65,1,0,0,0,0,Medium
Service Roads,Dry Road,20,23,Bus,18,76,39,0,1,0,0,1,High
Expressway,Dry Road,72,108,Car,37,92,49,1,0,1,0,0,Medium
Expressway,Dry Road,102,99,Truck,45,65,82,0,0,0,0,0,Medium
State Highway,Dry Road,90,83,Bike,30,66,59,1,1,0,0,0,High
National Highway,Dry Road,107,96,Bike,32,47,100,0,0,0,0,1,Medium
State Highway,Dry Road,68,62,Car,32,62,100,0,1,1,0,0,Medium
Rural Roads,Dry Road,67,63,Bike,21,41,41,0,0,0,0,1,Medium
Service Roads,Dry Road,20,31,Car,21,52,100,1,0,0,1,0,Low
Rural Roads,Wet Road,69,67,Bike,29,76,40,0,0,0,0,1,Medium
Rural Roads,Dry Road,53,48,Car,32,86,62,1,1,0,1,0,High
Urban Roads,Dry Road,20,40,Car,24,43,63,0,0,0,0,0,Medium
National Highway,Wet Road,68,78,Bike,33,56,59,1,0,0,0,0,Medium
State Highway,Dry Road,56,66,Bike,18,55,96,0,0,0,0,1,Low
State Highway,Dry Road,81,76,Bike,32,100,55,0,0,0,0,0,Medium
Rural Roads,Dry Road,64,47,Bike,31,83,62,0,0,0,1,0,Medium
State Highway,Wet Road,40,76,Car,12,57,47,0,1,0,0,0,Low
Expressway,Dry Road,124,109,Bike,33,24,66,1,1,0,0,0,Medium
Service Roads,Damaged Road,20,25,Car,19,64,98,0,1,0,0,0,Medium
Urban Roads,Dry Road,28,37,Bike,26,75,61,0,1,1,0,1,Low
National Highway,Wet Road,92,81,Car,22,60,70,1,0,0,0,1,High
Service Roads,Wet Road,47,47,Bike,25,71,49,0,0,0,0,0,High
Rural Roads,Dry Road,28,53,Bus,20,66,69,1,1,0,0,0,Medium
State Highway,Damaged Road,66,81,Bike,37,75,49,0,0,0,0,0,Medium
National Highway,Wet Road,59,73,Car,20,91,67,0,1,0,0,0,Medium
Rural Roads,Dry Road,65,62,Car,43,79,77,1,0,0,0,0,Medium
Urban Roads,Wet Road,49,48,Car,29,71,48,0,0,1,1,0,High
Urban Roads,Wet Road,33,50,Truck,30,33,57,1,0,0,0,0,High
Service Roads,Damaged Road,20,27,Bike,26,64,50,1,0,0,0,1,Medium
National Highway,Wet Road,105,82,Bus,30,77,90,0,0,0,0,0,Medium
Urban Roads,Wet Road,38,37,Car,28,85,52,1,1,1,0,1,Medium
State Highway,Dry Road,90,90,Bike,30,53,62,1,0,0,0,0,Low
State Highway,Damaged Road,75,65,Car,28,100,72,1,0,0,0,0,Medium
Service Roads,Dry Road,45,48,Bike,36,59,86,0,0,0,1,0,Low
Expressway,Dry Road,101,106,Truck,33,62,57,0,0,0,0,0,Low
Rural Roads,Dry Road,50,57,Bus,31,20,69,0,1,0,0,1,Medium
State Highway,Dry Road,75,85,Car,27,81,68,0,1,0,0,0,Low
Service Roads,Wet Road,27,36,Bus,39,20,93,1,0,0,1,0,High
State Highway,Dry Road,81,78,Car,31,69,72,0,1,0,0,1,High
Service Roads,Dry Road,20,24,Car,14,35,88,0,0,0,0,1,Medium
State Highway,Dry Road,110,81,Bike,20,27,86,0,1,0,0,0,Medium
State Highway,Dry Road,69,76,Truck,14,61,72,0,1,0,0,0,Medium
Rural Roads,Dry Road,64,42,Car,45,72,70,1,1,0,0,0,Medium
Rural Roads,Dry Road,68,58,Car,39,100,83,0,0,0,0,0,Low
Expressway,Dry Road,100,113,Car,18,76,60,0,0,0,0,0,Low
Service Roads,Dry Road,22,33,Car,28,48,52,0,0,0,1,0,Low
Service Roads,Dry Road,20,29,Truck,23,72,60,1,1,0,0,0,High
Rural Roads,Damaged Road,57,62,Bus,28,75,77,0,0,0,0,1,Medium
Service Roads,Dry Road,47,40,Bus,37,81,96,1,0,0,0,0,Medium
Expressway,Dry Road,92,106,Bike,29,58,85,0,0,1,0,0,Low
National Highway,Dry Road,101,88,Bike,33,77,93,0,0,1,0,0,Low
Expressway,Dry Road,67,93,Bike,45,51,82,0,1,1,0,1,Low
Rural Roads,Dry Road,58,62,Car,33,63,64,1,0,1,0,0,Low
State Highway,Dry Road,64,88,Bike,45,71,81,0,1,0,0,0,Medium
Service Roads,Dry Road,20,29,Bike,25,63,53,0,0,0,0,0,Medium
National Highway,Damaged Road,46,73,Truck,26,51,76,0,0,0,0,1,Medium
State Highway,Dry Road,55,68,Car,30,56,96,0,0,0,0,0,Low
National Highway,Damaged Road,85,84,Car,36,39,46,0,1,0,0,0,High
Service Roads,Wet Road,29,47,Bike,20,79,93,1,0,1,0,0,Low
Expressway,Dry Road,89,99,Bike,44,66,55,0,0,0,0,0,Low
Expressway,Dry Road,86,110,Car,32,72,81,0,0,0,0,0,Low
Urban Roads,Dry Road,45,45,Car,28,92,67,0,0,0,0,1,Medium
Urban Roads,Damaged Road,62,56,Truck,23,76,80,0,0,0,1,1,Medium
Service Roads,Dry Road,20,31,Bike,30,54,99,1,0,0,0,0,Low
Rural Roads,Wet Road,20,51,Bike,28,91,99,0,0,0,0,1,Low
Rural Roads,Dry Road,71,63,Bike,35,83,29,0,0,0,0,0,High
Urban Roads,Dry Road,27,32,Car,17,55,87,0,0,0,1,1,Low
National Highway,Dry Road,54,79,Bike,33,58,84,1,0,0,1,0,Low
Service Roads,Dry Road,20,22,Car,31,77,100,0,1,0,1,0,Medium
Service Roads,Wet Road,33,23,Car,22,62,57,0,0,1,0,0,High
Urban Roads,Dry Road,30,52,Truck,25,36,98,1,1,0,0,0,Medium
Expressway,Dry Road,76,109,Bike,22,77,25,1,1,0,0,0,Medium
Expressway,Dry Road,83,102,Bike,45,71,69,1,0,0,0,0,Medium
State Highway,Wet Road,66,76,Bike,30,30,70,0,0,0,0,0,Low
Service Roads,Wet Road,20,22,Bike,37,37,40,0,0,0,0,0,Medium
Service Roads,Dry Road,38,43,Bus,32,22,66,0,0,1,0,1,Medium
Service Roads,Damaged Road,21,35,Car,25,35,65,0,0,1,0,0,Low
National Highway,Wet Road,87,93,Car,38,47,34,1,0,0,0,0,Medium
Expressway,Dry Road,81,108,Bike,18,56,69,0,1,0,0,0,Medium
National Highway,Wet Road,63,89,Truck,30,49,84,0,0,0,0,0,Low
Service Roads,Dry Road,20,24,Truck,33,20,95,0,1,1,0,0,Low
National Highway,Wet Road,67,74,Bus,10,75,88,1,1,0,0,0,Medium
State Highway,Dry Road,45,84,Bike,32,52,34,0,0,0,0,0,Low
State Highway,Dry Road,76,79,Bike,39,52,81,0,1,0,0,1,Low
Service Roads,Wet Road,20,22,Bike,31,41,64,0,0,0,1,0,Medium
Service Roads,Damaged Road,38,42,Bike,42,42,65,1,0,1,0,0,Medium
National Highway,Wet Road,69,91,Bike,29,87,76,1,0,0,0,0,Medium
Service Roads,Dry Road,58,49,Bike,37,77,100,0,0,0,0,0,Medium
National Highway,Dry Road,82,84,Bike,34,82,65,1,0,0,0,0,Medium
National Highway,Dry Road,85,83,Truck,29,28,60,0,1,0,0,0,High
Service Roads,Dry Road,23,30,Car,20,69,54,0,0,1,0,0,Low
Service Roads,Dry Road,20,23,Car,29,54,95,1,0,0,1,0,Medium
State Highway,Wet Road,78,89,Bike,16,50,73,0,1,0,0,1,Medium
State Highway,Wet Road,68,83,Truck,19,70,100,0,1,0,0,0,Low
Expressway,Dry Road,73,90,Bike,38,35,72,0,0,0,0,0,Low
Urban Roads,Dry Road,53,45,Car,17,29,57,0,0,1,0,0,Medium
Urban Roads,Dry Road,45,42,Car,24,39,59,0,0,0,0,1,Medium
Service Roads,Dry Road,57,46,Car,24,100,53,0,0,0,0,0,Medium
State Highway,Wet Road,71,90,Car,28,87,89,1,1,0,0,0,High
National Highway,Wet Road,66,99,Truck,31,76,64,0,0,0,0,0,Medium
Expressway,Dry Road,98,105,Bike,31,98,89,0,0,0,0,0,Low
State Highway,Damaged Road,77,63,Bike,40,33,40,0,0,0,0,0,Medium
Service Roads,Dry Road,59,47,Car,26,54,95,0,1,1,0,0,Medium
Rural Roads,Dry Road,31,55,Car,39,96,79,1,0,0,0,0,Low
Urban Roads,Dry Road,20,40,Car,29,86,77,0,0,0,0,0,Low
Expressway,Dry Road,101,113,Bike,28,86,95,0,0,0,0,1,Low
Service Roads,Dry Road,42,39,Bike,21,85,91,0,0,0,0,0,Low
State Highway,Damaged Road,51,67,Bus,36,70,70,0,0,0,0,1,Medium
State Highway,Damaged Road,68,79,Bike,33,47,85,0,1,0,0,0,Low
National Highway,Wet Road,80,85,Bike,28,31,97,1,0,1,0,0,Medium
Urban Roads,Wet Road,60,46,Bike,38,80,81,0,0,0,0,0,Medium
Expressway,Wet Road,51,92,Truck,27,94,100,1,0,0,0,0,Low
State Highway,Dry Road,74,87,Car,27,84,100,1,0,0,0,0,Low
Rural Roads,Dry Road,20,40,Car,27,79,97,1,0,0,0,0,Low
Service Roads,Dry Road,30,30,Bike,25,51,58,0,0,0,0,0,Low
Expressway,Dry Road,117,119,Bike,31,68,38,0,0,0,0,1,Medium
Urban Roads,Dry Road,39,60,Bike,45,100,57,1,1,1,0,0,Medium
Urban Roads,Dry Road,58,58,Bike,18,100,76,0,1,1,0,0,Low
Urban Roads,Dry Road,20,30,Truck,32,97,62,1,0,1,0,0,Low
National Highway,Dry Road,96,89,Car,34,65,93,0,1,0,0,0,Medium
Urban Roads,Wet Road,55,57,Bike,33,75,100,0,1,1,0,1,High
Urban Roads,Damaged Road,46,31,Car,37,24,60,0,0,0,0,1,High
National Highway,Dry Road,52,77,Bus,31,100,47,0,0,0,0,0,Low
Rural Roads,Dry Road,66,69,Car,33,61,67,0,0,0,0,0,Medium
Expressway,Wet Road,103,101,Bike,26,78,100,0,1,1,0,0,Medium
National Highway,Damaged Road,91,94,Bus,39,49,65,0,0,0,0,1,Medium
Urban Roads,Wet Road,61,42,Car,29,90,100,0,0,0,0,0,Low
National Highway,Dry Road,72,80,Bike,35,44,97,0,0,0,0,0,Low
Urban Roads,Dry Road,53,48,Bike,18,40,65,1,1,1,0,0,High
Service Roads,Damaged Road,33,22,Car,19,74,51,1,0,0,1,0,High
Rural Roads,Wet Road,58,61,Bus,35,100,88,0,0,0,0,0,Medium
Urban Roads,Dry Road,28,55,Bike,30,54,53,0,0,0,0,0,Low
Urban Roads,Dry Road,54,36,Car,30,72,88,0,0,0,0,0,Medium
Expressway,Wet Road,107,90,Car,31,60,100,0,0,0,0,0,Low
Rural Roads,Dry Road,39,50,Bike,37,72,63,0,0,0,0,1,Low
Rural Roads,Dry Road,66,70,Bike,23,78,33,0,0,0,1,0,Low
National Highway,Dry Road,83,94,Bus,29,80,71,0,0,0,0,0,High
National Highway,Dry Road,90,85,Bike,18,72,57,0,0,0,0,1,Medium
National Highway,Dry Road,78,81,Bus,27,77,100,1,0,0,0,1,Low
Service Roads,Damaged Road,51,36,Bike,40,60,84,0,1,1,0,0,Low
Urban Roads,Dry Road,59,51,Bike,35,57,100,0,0,1,1,0,Low
Urban Roads,Dry Road,42,44,Truck,27,100,83,0,0,1,0,0,Low
State Highway,Dry Road,78,83,Bus,37,100,70,0,0,0,0,0,Medium
Urban Roads,Damaged Road,43,35,Bike,19,73,50,0,1,0,0,0,Medium
Service Roads,Dry Road,46,37,Car,35,86,44,0,1,0,0,1,Low
State Highway,Dry Road,85,76,Bike,34,77,100,0,1,0,0,0,High
Service Roads,Dry Road,27,45,Car,26,94,69,1,0,1,1,0,Low
State Highway,Dry Road,93,84,Car,28,24,64,1,1,1,0,1,Medium
Urban Roads,Dry Road,44,56,Car,37,93,90,1,0,0,0,1,Low
State Highway,Wet Road,93,80,Truck,35,55,100,0,1,0,0,0,Medium
Service Roads,Wet Road,20,37,Bike,36,69,88,0,0,0,1,0,Low
Service Roads,Dry Road,36,48,Bike,26,20,38,0,1,1,0,0,Medium
Service Roads,Dry Road,20,27,Car,27,53,58,0,1,0,0,0,Low
Service Roads,Dry Road,45,21,Car,33,68,73,1,1,0,0,0,Low
National Highway,Wet Road,61,76,Bike,34,69,93,0,0,0,0,0,Medium
State Highway,Dry Road,41,63,Car,27,33,57,0,0,0,0,0,Low
National Highway,Dry Road,48,79,Car,13,68,61,1,0,0,0,0,Medium
Service Roads,Wet Road,22,42,Car,29,42,45,0,1,0,0,0,Medium
Rural Roads,Dry Road,31,58,Bike,23,64,92,0,1,0,0,1,Medium
Rural Roads,Dry Road,75,67,Car,27,20,65,0,0,0,0,0,Medium
Service Roads,Dry Road,20,41,Car,28,55,37,0,1,0,0,1,Medium
Expressway,Wet Road,77,108,Bike,32,58,96,1,0,0,0,1,Low
Expressway,Damaged Road,93,93,Car,33,43,94,0,0,0,0,0,Low
Expressway,Dry Road,83,117,Bike,19,100,66,1,1,0,0,0,Medium
National Highway,Dry Road,73,82,Bike,34,60,88,0,0,0,0,1,Low
National Highway,Dry Road,94,97,Bike,32,39,78,1,0,0,0,0,Low
Urban Roads,Dry Road,20,35,Car,22,71,97,0,0,0,0,0,Medium
Rural Roads,Dry Road,57,49,Car,29,65,92,0,0,0,0,0,Low
Expressway,Dry Road,106,110,Car,21,57,69,0,1,0,0,0,Medium
National Highway,Wet Road,66,94,Bike,31,48,67,0,0,1,0,1,Low
State Highway,Dry Road,45,68,Truck,18,56,85,1,0,1,0,0,Medium
Expressway,Damaged Road,113,117,Bike,30,83,86,1,1,0,0,0,Medium
State Highway,Dry Road,87,83,Bike,18,83,76,0,0,0,0,0,Low
Urban Roads,Wet Road,29,51,Bike,34,59,88,0,0,1,0,1,Low
Expressway,Wet Road,106,116,Truck,23,100,72,0,0,0,0,0,Medium
Urban Roads,Dry Road,29,36,Car,28,98,84,1,1,0,1,0,Medium
State Highway,Wet Road,93,75,Bike,36,84,80,0,1,0,0,1,High
Urban Roads,Dry Road,45,57,Car,32,100,79,0,1,0,1,0,Low
National Highway,Dry Road,76,76,Bike,43,21,38,0,1,0,0,0,Medium
Expressway,Dry Road,102,120,Bike,34,66,100,0,0,0,0,0,Low
State Highway,Damaged Road,46,62,Bus,24,87,100,0,1,0,0,0,Medium
State Highway,Damaged Road,97,84,Bus,18,53,73,1,0,0,0,0,High
State Highway,Dry Road,58,76,Car,29,61,77,1,1,1,1,1,High
National Highway,Wet Road,62,72,Car,22,66,59,0,1,1,0,0,Medium
Service Roads,Wet Road,63,43,Car,45,58,58,1,1,0,1,0,High
National Highway,Dry Road,54,77,Bike,33,51,47,0,0,1,0,0,Low
Service Roads,Dry Road,45,45,Bike,34,72,92,0,0,0,0,1,Low
Expressway,Dry Road,82,114,Bus,34,36,88,1,0,0,0,0,Low
State Highway,Dry Road,70,68,Bike,23,61,100,0,0,0,0,0,High
National Highway,Dry Road,68,85,Bike,19,71,71,1,1,0,0,0,High
Urban Roads,Dry Road,89,58,Bike,39,75,32,1,0,1,0,1,High
National Highway,Dry Road,66,90,Car,42,48,63,0,0,0,1,0,Low
Expressway,Dry Road,95,112,Truck,23,30,71,0,0,0,0,0,Low
Expressway,Dry Road,79,119,Bike,28,50,77,0,0,0,0,0,Low
Expressway,Wet Road,82,111,Car,22,57,52,0,0,1,0,0,Low
Urban Roads,Dry Road,23,43,Car,39,60,61,0,1,0,1,0,Medium
Expressway,Damaged Road,103,106,Bike,25,65,73,0,0,0,0,0,Medium
State Highway,Damaged Road,50,84,Bike,25,77,74,1,0,1,0,0,Medium
Urban Roads,Dry Road,50,55,Bike,38,94,49,0,0,1,0,1,Low
Expressway,Dry Road,135,103,Bike,21,73,80,1,0,0,0,0,Medium
Urban Roads,Dry Road,20,43,Bike,21,50,72,0,0,0,0,0,Low
National Highway,Dry Road,57,90,Truck,37,59,55,0,0,0,0,0,Medium
State Highway,Dry Road,51,87,Car,23,76,61,0,0,0,0,0,Medium
Expressway,Damaged Road,91,100,Car,31,67,74,0,0,0,0,1,Medium
State Highway,Dry Road,51,79,Bike,41,90,43,0,0,0,0,1,Medium
Expressway,Dry Road,84,118,Car,27,76,65,0,0,0,0,0,Low
State Highway,Dry Road,53,73,Truck,20,84,92,0,0,1,0,0,Medium
National Highway,Dry Road,78,87,Bike,33,55,80,1,0,0,0,0,Low
State Highway,Dry Road,53,61,Truck,43,29,28,0,0,0,0,1,Medium
State Highway,Wet Road,69,60,Car,29,81,25,0,0,0,0,0,Medium
Expressway,Dry Road,98,111,Car,30,85,87,0,1,0,0,0,Low
Service Roads,Dry Road,44,30,Car,44,52,100,1,0,0,0,0,High
Urban Roads,Wet Road,20,35,Car,31,83,37,0,0,0,1,0,Medium
National Highway,Dry Road,58,75,Bus,34,64,98,1,0,0,0,0,Low
National Highway,Dry Road,75,100,Car,19,88,51,0,1,0,0,0,Low
Rural Roads,Wet Road,95,68,Car,22,74,76,0,1,0,0,1,Medium
State Highway,Dry Road,43,72,Car,15,64,100,1,0,0,0,0,Low
Urban Roads,Dry Road,62,56,Bike,45,53,71,1,0,1,0,0,High
State Highway,Wet Road,71,86,Bike,25,100,44,0,0,1,0,0,Medium
State Highway,Damaged Road,56,68,Car,37,44,78,0,0,0,0,1,Low
Rural Roads,Dry Road,39,54,Bike,39,64,47,0,1,1,0,0,Low
Expressway,Wet Road,87,115,Bike,20,55,57,1,0,0,0,1,High
State Highway,Damaged Road,69,66,Car,23,100,66,1,0,0,0,0,Medium
State Highway,Wet Road,61,63,Car,29,77,91,0,1,0,0,1,Medium
Expressway,Damaged Road,95,119,Car,22,95,38,1,1,1,0,0,Medium
Urban Roads,Dry Road,26,48,Bike,24,57,79,1,0,0,1,1,Medium
Service Roads,Dry Road,23,23,Car,35,77,100,0,1,0,0,0,Low
State Highway,Dry Road,59,63,Car,13,86,82,0,0,1,1,0,Low
Urban Roads,Dry Road,62,59,Car,44,72,100,0,1,1,0,1,Medium
Expressway,Wet Road,78,101,Car,26,56,77,1,0,1,0,0,Low
Expressway,Wet Road,121,100,Car,24,57,86,0,1,0,0,0,Medium
State Highway,Dry Road,45,79,Car,30,75,46,0,0,0,0,0,Low
National Highway,Dry Road,72,90,Bike,38,100,60,0,0,0,0,0,Low
Rural Roads,Wet Road,38,50,Bike,41,91,100,0,0,0,0,1,Low
National Highway,Dry Road,65,81,Bike,15,82,94,0,0,0,0,0,Low
Service Roads,Dry Road,20,24,Bike,33,48,71,0,0,0,0,1,Low
Urban Roads,Damaged Road,22,45,Car,43,48,72,0,1,0,0,1,Medium
State Highway,Dry Road,75,74,Truck,35,100,83,1,1,0,0,0,Medium
Rural Roads,Dry Road,77,67,Car,19,70,81,0,0,0,0,0,Low
Expressway,Dry Road,81,92,Truck,27,25,100,0,0,0,0,0,Low
State Highway,Wet Road,59,69,Car,23,44,95,0,0,0,0,0,Low
Service Roads,Damaged Road,47,48,Car,23,83,95,0,1,1,0,0,High
Expressway,Dry Road,101,111,Truck,44,54,74,0,0,0,0,0,Medium
State Highway,Wet Road,54,86,Car,29,98,96,0,0,1,0,0,Low
Expressway,Wet Road,135,119,Car,10,76,100,0,0,1,0,0,Medium
Urban Roads,Dry Road,33,51,Car,27,82,100,0,1,1,0,1,Low
National Highway,Damaged Road,83,90,Car,41,73,70,0,0,1,0,0,Medium
National Highway,Damaged Road,66,81,Car,26,27,82,1,1,0,0,1,Medium
Expressway,Dry Road,83,117,Car,27,93,62,1,0,0,0,1,Low
National Highway,Wet Road,102,98,Car,40,58,85,0,1,0,0,0,Low
State Highway,Dry Road,64,68,Car,28,68,43,0,1,0,0,0,Low
Service Roads,Wet Road,20,30,Bus,29,89,85,0,0,1,0,1,Medium
Service Roads,Dry Road,20,24,Car,24,86,68,1,1,0,0,0,Medium
Expressway,Wet Road,122,118,Bus,23,79,67,0,0,0,0,0,Medium
Rural Roads,Dry Road,48,59,Bike,22,31,21,0,1,1,0,1,Low
Service Roads,Wet Road,44,32,Car,32,56,100,1,1,0,0,0,Medium
Expressway,Wet Road,94,103,Car,27,83,64,1,1,0,0,0,High
Urban Roads,Wet Road,34,43,Bike,28,64,46,0,1,0,0,1,Medium
State Highway,Dry Road,102,89,Car,33,81,99,0,1,0,0,1,Medium
Service Roads,Dry Road,42,44,Car,36,77,79,0,0,0,0,0,Low
Urban Roads,Dry Road,35,47,Bus,15,61,84,1,0,0,0,0,Medium
Service Roads,Dry Road,28,36,Car,45,46,86,0,0,0,0,0,Low
Expressway,Dry Road,69,100,Car,29,58,91,1,0,0,0,0,Low
State Highway,Wet Road,57,67,Bike,29,85,61,1,0,0,0,1,Medium
Rural Roads,Dry Road,66,61,Car,12,69,93,0,0,0,1,1,Medium
State Highway,Dry Road,86,62,Truck,29,71,56,1,0,0,0,0,High
State Highway,Dry Road,77,66,Truck,21,77,86,1,0,0,0,0,Low
Expressway,Dry Road,94,107,Car,36,72,88,1,1,0,0,0,Medium
Rural Roads,Dry Road,60,70,Car,33,100,48,1,1,0,0,0,Medium
State Highway,Dry Road,76,76,Car,21,95,78,0,0,0,0,0,Low
Urban Roads,Dry Road,61,49,Bike,22,36,73,0,0,0,0,0,Medium
State Highway,Dry Road,59,79,Truck,22,75,68,0,0,0,1,0,Medium
